Animal_ID,Timestamp,temp_without_drink_cycles,animal_activity
11586,2018-07-22 02:11:00,39.76,9.52
4380,2018-07-22 02:12:00,40.83,3.75
4382,2018-07-22 02:12:00,39.70,12.32
11381,2018-07-22 02:12:00,39.04,2.85
11593,2018-07-22 02:13:00,39.91,4.30
11587,2018-07-22 02:13:00,39.40,15.22
2719,2018-07-22 02:14:00,39.53,3.20
9659,2018-07-22 02:17:00,40.19,6.96
11552,2018-07-22 02:18:00,39.49,3.50
11586,2018-07-22 02:21:00,39.79,7.76
11381,2018-07-22 02:22:00,39.04,1.45
4380,2018-07-22 02:22:00,40.92,3.42
4382,2018-07-22 02:22:00,39.82,4.68
11587,2018-07-22 02:23:00,39.49,6.62
11593,2018-07-22 02:23:00,39.83,3.32
2719,2018-07-22 02:24:00,39.45,7.80
9659,2018-07-22 02:27:00,40.22,6.99
11552,2018-07-22 02:28:00,39.41,6.67
11586,2018-07-22 02:31:00,39.79,7.21
4382,2018-07-22 02:32:00,39.97,11.56
4380,2018-07-22 02:32:00,40.98,3.04
11381,2018-07-22 02:32:00,39.07,1.35
11587,2018-07-22 02:33:00,39.52,4.98
11593,2018-07-22 02:33:00,39.75,3.02
2719,2018-07-22 02:34:00,39.40,13.08
9659,2018-07-22 02:37:00,40.28,3.40
11552,2018-07-22 02:38:00,39.32,6.05
11586,2018-07-22 02:41:00,39.79,2.96
11381,2018-07-22 02:42:00,39.07,1.86
4380,2018-07-22 02:42:00,41.04,2.95
4382,2018-07-22 02:42:00,40.03,3.23
11587,2018-07-22 02:43:00,39.55,5.04
11593,2018-07-22 02:43:00,39.66,3.54
2719,2018-07-22 02:44:00,39.40,5.68
9659,2018-07-22 02:47:00,40.34,3.30
11552,2018-07-22 02:48:00,39.24,6.44
11586,2018-07-22 02:51:00,39.79,4.41
4380,2018-07-22 02:52:00,41.14,3.27
11381,2018-07-22 02:52:00,39.07,2.27
4382,2018-07-22 02:52:00,40.06,1.95
11587,2018-07-22 02:53:00,39.67,4.30
11593,2018-07-22 02:53:00,39.58,4.21
2719,2018-07-22 02:54:00,39.37,5.59
9659,2018-07-22 02:57:00,40.37,2.02
11552,2018-07-22 02:58:00,39.16,6.51
11586,2018-07-22 03:01:00,39.82,3.50
4382,2018-07-22 03:02:00,40.10,2.85
11381,2018-07-22 03:02:00,39.10,2.76
4380,2018-07-22 03:02:00,41.23,1.64
11587,2018-07-22 03:03:00,39.79,3.07
11593,2018-07-22 03:03:00,39.50,3.03
2719,2018-07-22 03:04:00,39.37,4.86
9659,2018-07-22 03:07:00,40.43,1.71
11552,2018-07-22 03:08:00,39.07,6.38
11586,2018-07-22 03:11:00,39.82,2.59
4380,2018-07-22 03:12:00,41.32,3.19
11381,2018-07-22 03:12:00,39.07,3.48
4382,2018-07-22 03:12:00,40.19,2.58
11593,2018-07-22 03:13:00,39.41,3.71
11587,2018-07-22 03:13:00,39.88,5.75
2719,2018-07-22 03:14:00,39.55,3.80
9659,2018-07-22 03:17:00,40.52,2.00
11552,2018-07-22 03:18:00,38.99,3.22
11586,2018-07-22 03:21:00,39.88,2.61
4382,2018-07-22 03:22:00,40.25,2.49
11381,2018-07-22 03:22:00,39.10,1.99
4380,2018-07-22 03:22:00,41.32,3.78
11587,2018-07-22 03:23:00,39.88,4.45
11593,2018-07-22 03:23:00,39.33,3.02
2719,2018-07-22 03:24:00,39.70,4.13
9659,2018-07-22 03:27:00,40.65,2.12
11552,2018-07-22 03:28:00,38.95,4.67
11586,2018-07-22 03:31:00,39.97,1.74
4382,2018-07-22 03:32:00,40.31,1.83
4380,2018-07-22 03:32:00,41.24,3.85
11381,2018-07-22 03:32:00,39.10,1.93
11593,2018-07-22 03:33:00,39.25,3.26
11587,2018-07-22 03:33:00,39.80,3.13
2719,2018-07-22 03:34:00,39.85,3.66
9659,2018-07-22 03:37:00,40.77,2.08
11552,2018-07-22 03:38:00,39.04,2.23
11586,2018-07-22 03:41:00,40.10,2.07
4382,2018-07-22 03:42:00,40.37,1.77
11381,2018-07-22 03:42:00,39.10,1.78
4380,2018-07-22 03:42:00,41.16,5.27
11587,2018-07-22 03:43:00,39.72,3.21
11593,2018-07-22 03:43:00,39.16,2.88
2719,2018-07-22 03:44:00,39.97,2.45
9659,2018-07-22 03:47:00,40.92,2.14
11552,2018-07-22 03:48:00,39.13,6.08
11586,2018-07-22 03:51:00,40.19,4.11
4380,2018-07-22 03:52:00,41.07,2.92
4382,2018-07-22 03:52:00,40.43,2.73
11381,2018-07-22 03:52:00,39.10,2.22
11593,2018-07-22 03:53:00,39.22,3.04
11587,2018-07-22 03:53:00,39.63,4.00
2719,2018-07-22 03:54:00,40.03,2.23
9659,2018-07-22 03:57:00,41.04,2.35
11552,2018-07-22 03:58:00,39.22,5.18
11586,2018-07-22 04:01:00,40.19,3.84
4382,2018-07-22 04:02:00,40.43,3.90
4380,2018-07-22 04:02:00,40.99,2.54
11381,2018-07-22 04:02:00,39.10,2.09
11587,2018-07-22 04:03:00,39.55,6.28
11593,2018-07-22 04:03:00,39.31,3.89
2719,2018-07-22 04:04:00,40.03,3.40
9659,2018-07-22 04:07:00,41.08,2.52
11552,2018-07-22 04:08:00,39.31,4.87
11586,2018-07-22 04:11:00,40.19,4.73
11381,2018-07-22 04:12:00,39.07,2.16
4382,2018-07-22 04:12:00,40.40,4.59
4380,2018-07-22 04:12:00,40.91,1.67
11593,2018-07-22 04:13:00,39.49,3.82
11587,2018-07-22 04:13:00,39.58,6.30
2719,2018-07-22 04:14:00,40.06,2.37
9659,2018-07-22 04:17:00,41.08,2.55
11552,2018-07-22 04:18:00,39.40,6.14
11586,2018-07-22 04:21:00,40.16,4.73
11381,2018-07-22 04:22:00,39.07,2.03
4382,2018-07-22 04:22:00,40.32,4.18
4380,2018-07-22 04:22:00,40.98,2.58
11587,2018-07-22 04:23:00,39.58,3.50
11593,2018-07-22 04:23:00,39.58,4.64
2719,2018-07-22 04:24:00,40.12,2.57
9659,2018-07-22 04:27:00,41.11,2.24
11552,2018-07-22 04:28:00,39.49,4.76
11586,2018-07-22 04:31:00,40.16,5.20
4380,2018-07-22 04:32:00,41.14,2.18
4382,2018-07-22 04:32:00,40.23,3.76
11381,2018-07-22 04:32:00,39.07,2.00
11593,2018-07-22 04:33:00,39.58,4.78
11587,2018-07-22 04:33:00,39.50,3.89
2719,2018-07-22 04:34:00,40.16,3.12
9659,2018-07-22 04:37:00,41.08,1.47
11552,2018-07-22 04:38:00,39.58,5.62
11586,2018-07-22 04:41:00,40.10,4.05
11381,2018-07-22 04:42:00,39.04,3.30
4380,2018-07-22 04:42:00,41.29,1.16
4382,2018-07-22 04:42:00,40.15,4.85
11587,2018-07-22 04:43:00,39.41,4.85
11593,2018-07-22 04:43:00,39.50,2.62
2719,2018-07-22 04:44:00,40.25,2.45
9659,2018-07-22 04:47:00,41.11,1.71
11552,2018-07-22 04:48:00,39.70,3.81
11586,2018-07-22 04:51:00,40.06,3.54
11381,2018-07-22 04:52:00,39.04,6.51
4382,2018-07-22 04:52:00,40.07,5.12
4380,2018-07-22 04:52:00,41.38,2.08
11587,2018-07-22 04:53:00,39.33,4.42
11593,2018-07-22 04:53:00,39.43,2.34
2719,2018-07-22 04:54:00,40.31,3.04
9659,2018-07-22 04:57:00,41.20,2.45
11552,2018-07-22 04:58:00,39.82,5.90
11586,2018-07-22 05:01:00,40.06,4.64
11381,2018-07-22 05:02:00,39.04,6.58
4382,2018-07-22 05:02:00,39.98,3.75
4380,2018-07-22 05:02:00,41.51,1.61
11587,2018-07-22 05:03:00,39.34,4.15
11593,2018-07-22 05:03:00,39.37,3.03
2719,2018-07-22 05:04:00,40.37,2.94
9659,2018-07-22 05:07:00,41.29,2.30
11552,2018-07-22 05:08:00,39.88,6.07
11586,2018-07-22 05:11:00,39.98,7.69
11381,2018-07-22 05:12:00,38.95,7.64
4380,2018-07-22 05:12:00,41.57,2.95
4382,2018-07-22 05:12:00,39.90,3.18
11593,2018-07-22 05:13:00,39.37,3.48
11587,2018-07-22 05:13:00,39.43,3.30
2719,2018-07-22 05:14:00,40.43,3.25
9659,2018-07-22 05:17:00,41.35,2.37
11552,2018-07-22 05:18:00,39.88,4.10
11586,2018-07-22 05:21:00,39.90,8.85
11381,2018-07-22 05:22:00,38.87,8.27
4380,2018-07-22 05:22:00,41.63,5.52
4382,2018-07-22 05:22:00,39.82,2.89
11587,2018-07-22 05:23:00,39.52,2.72
11593,2018-07-22 05:23:00,39.46,3.48
2719,2018-07-22 05:24:00,40.43,2.94
9659,2018-07-22 05:27:00,41.42,3.05
11552,2018-07-22 05:28:00,39.82,4.59
11586,2018-07-22 05:31:00,39.81,5.03
4382,2018-07-22 05:32:00,39.73,3.61
11381,2018-07-22 05:32:00,38.79,2.30
4380,2018-07-22 05:32:00,41.63,3.86
11593,2018-07-22 05:33:00,39.58,6.12
11587,2018-07-22 05:33:00,39.64,2.71
2719,2018-07-22 05:34:00,40.46,3.76
9659,2018-07-22 05:37:00,41.42,4.32
11552,2018-07-22 05:38:00,39.82,4.29
11586,2018-07-22 05:41:00,39.73,5.67
11381,2018-07-22 05:42:00,38.71,2.53
4380,2018-07-22 05:42:00,41.55,2.34
4382,2018-07-22 05:42:00,39.65,3.19
11587,2018-07-22 05:43:00,39.79,3.50
11593,2018-07-22 05:43:00,39.64,3.58
2719,2018-07-22 05:44:00,40.52,3.74
9659,2018-07-22 05:47:00,41.33,3.94
11552,2018-07-22 05:48:00,39.79,4.30
11586,2018-07-22 05:51:00,39.65,4.60
4382,2018-07-22 05:52:00,39.58,4.83
11381,2018-07-22 05:52:00,38.80,6.64
4380,2018-07-22 05:52:00,41.47,2.79
11593,2018-07-22 05:53:00,39.64,2.28
11587,2018-07-22 05:53:00,39.91,3.41
2719,2018-07-22 05:54:00,40.52,5.85
9659,2018-07-22 05:57:00,41.25,3.85
11552,2018-07-22 05:58:00,39.79,5.30
11586,2018-07-22 06:01:00,39.56,4.43
4380,2018-07-22 06:02:00,41.38,2.47
11381,2018-07-22 06:02:00,38.89,2.46
4382,2018-07-22 06:02:00,39.61,4.14
11587,2018-07-22 06:03:00,39.91,3.52
11593,2018-07-22 06:03:00,39.56,4.09
2719,2018-07-22 06:04:00,40.52,4.83
9659,2018-07-22 06:07:00,41.17,3.91
11552,2018-07-22 06:08:00,39.76,2.28
11586,2018-07-22 06:11:00,39.48,4.32
11381,2018-07-22 06:12:00,38.92,7.40
4382,2018-07-22 06:12:00,39.61,4.45
4380,2018-07-22 06:12:00,41.54,2.70
11593,2018-07-22 06:13:00,39.55,3.25
11587,2018-07-22 06:13:00,39.91,3.98
2719,2018-07-22 06:14:00,40.46,5.66
9659,2018-07-22 06:17:00,41.08,2.91
11552,2018-07-22 06:18:00,39.76,2.03
11586,2018-07-22 06:21:00,39.49,4.65
4380,2018-07-22 06:22:00,41.70,2.79
4382,2018-07-22 06:22:00,39.53,3.80
11381,2018-07-22 06:22:00,38.95,4.84
11593,2018-07-22 06:23:00,39.52,2.87
11587,2018-07-22 06:23:00,39.91,2.90
2719,2018-07-22 06:24:00,40.38,4.78
9659,2018-07-22 06:27:00,41.00,3.05
11552,2018-07-22 06:28:00,39.73,4.28
11586,2018-07-22 06:31:00,39.55,4.99
4382,2018-07-22 06:32:00,39.44,4.16
11381,2018-07-22 06:32:00,38.95,1.40
4380,2018-07-22 06:32:00,41.70,1.85
11593,2018-07-22 06:33:00,39.46,2.43
11587,2018-07-22 06:33:00,39.91,3.52
2719,2018-07-22 06:34:00,40.29,4.44
9659,2018-07-22 06:37:00,40.92,2.26
11552,2018-07-22 06:38:00,39.73,4.09
11586,2018-07-22 06:41:00,39.64,3.22
4380,2018-07-22 06:42:00,41.70,2.70
11381,2018-07-22 06:42:00,38.95,2.95
4382,2018-07-22 06:42:00,39.36,3.18
11587,2018-07-22 06:43:00,39.94,4.01
11593,2018-07-22 06:43:00,39.40,2.87
2719,2018-07-22 06:44:00,40.21,7.12
9659,2018-07-22 06:47:00,40.83,2.63
11552,2018-07-22 06:48:00,39.73,3.70
11586,2018-07-22 06:51:00,39.70,3.49
4380,2018-07-22 06:52:00,41.66,2.08
11381,2018-07-22 06:52:00,38.95,2.03
4382,2018-07-22 06:52:00,39.28,5.42
11587,2018-07-22 06:53:00,40.03,4.38
11593,2018-07-22 06:53:00,39.40,2.35
2719,2018-07-22 06:54:00,40.13,4.62
9659,2018-07-22 06:57:00,40.75,2.29
11552,2018-07-22 06:58:00,39.70,3.55
11586,2018-07-22 07:01:00,39.73,4.60
4380,2018-07-22 07:02:00,41.66,3.92
11381,2018-07-22 07:02:00,38.98,3.24
4382,2018-07-22 07:02:00,39.19,3.72
11593,2018-07-22 07:03:00,39.46,2.53
11587,2018-07-22 07:03:00,40.06,5.83
2719,2018-07-22 07:04:00,40.04,4.04
9659,2018-07-22 07:07:00,40.67,2.36
11552,2018-07-22 07:08:00,39.64,2.52
11586,2018-07-22 07:11:00,39.82,4.48
11381,2018-07-22 07:12:00,39.01,3.43
4380,2018-07-22 07:12:00,41.58,1.94
4382,2018-07-22 07:12:00,39.11,4.41
11593,2018-07-22 07:13:00,39.52,3.26
11587,2018-07-22 07:13:00,40.06,3.55
2719,2018-07-22 07:14:00,39.96,3.18
9659,2018-07-22 07:17:00,40.58,2.61
11552,2018-07-22 07:18:00,39.64,3.22
11586,2018-07-22 07:21:00,39.82,4.17
4380,2018-07-22 07:22:00,41.50,2.12
11381,2018-07-22 07:22:00,39.04,2.07
4382,2018-07-22 07:22:00,39.31,5.41
11593,2018-07-22 07:23:00,39.52,2.88
11587,2018-07-22 07:23:00,39.98,2.80
2719,2018-07-22 07:24:00,39.88,3.24
9659,2018-07-22 07:27:00,40.50,2.45
11552,2018-07-22 07:28:00,39.67,2.69
11586,2018-07-22 07:31:00,39.82,4.24
11381,2018-07-22 07:32:00,39.07,2.32
4380,2018-07-22 07:32:00,41.41,3.18
4382,2018-07-22 07:32:00,39.55,5.76
11593,2018-07-22 07:33:00,39.61,5.75
11587,2018-07-22 07:33:00,39.90,3.23
2719,2018-07-22 07:34:00,39.97,4.35
9659,2018-07-22 07:37:00,40.42,1.60
11552,2018-07-22 07:38:00,39.70,3.55
11586,2018-07-22 07:41:00,39.79,2.30
11381,2018-07-22 07:42:00,39.10,1.90
4382,2018-07-22 07:42:00,39.73,5.16
4380,2018-07-22 07:42:00,41.33,2.81
11593,2018-07-22 07:43:00,39.61,2.20
11587,2018-07-22 07:43:00,39.82,3.05
2719,2018-07-22 07:44:00,40.10,5.20
9659,2018-07-22 07:47:00,40.33,1.51
11552,2018-07-22 07:48:00,39.67,3.79
11586,2018-07-22 07:51:00,39.79,3.28
4382,2018-07-22 07:52:00,39.91,5.35
11381,2018-07-22 07:52:00,39.10,1.90
4380,2018-07-22 07:52:00,41.25,2.18
11587,2018-07-22 07:53:00,39.82,4.63
11593,2018-07-22 07:53:00,39.64,2.73
2719,2018-07-22 07:54:00,40.10,4.82
9659,2018-07-22 07:57:00,40.25,1.83
11552,2018-07-22 07:58:00,39.67,4.37
11586,2018-07-22 08:01:00,39.79,7.96
4382,2018-07-22 08:02:00,40.03,6.39
4380,2018-07-22 08:02:00,41.17,2.78
11381,2018-07-22 08:02:00,39.07,1.72
11587,2018-07-22 08:03:00,39.82,2.60
11593,2018-07-22 08:03:00,39.67,2.79
2719,2018-07-22 08:04:00,40.01,3.76
9659,2018-07-22 08:07:00,40.17,1.55
11552,2018-07-22 08:08:00,39.59,3.28
11586,2018-07-22 08:11:00,39.82,5.27
11381,2018-07-22 08:12:00,39.04,2.18
4382,2018-07-22 08:12:00,40.10,5.29
4380,2018-07-22 08:12:00,41.08,2.49
11587,2018-07-22 08:13:00,39.82,2.55
11593,2018-07-22 08:13:00,39.73,2.90
2719,2018-07-22 08:14:00,39.93,5.12
9659,2018-07-22 08:17:00,40.19,2.33
11552,2018-07-22 08:18:00,39.58,4.53
11586,2018-07-22 08:21:00,39.82,3.03
4382,2018-07-22 08:22:00,40.19,4.84
4380,2018-07-22 08:22:00,41.00,2.44
11381,2018-07-22 08:22:00,39.01,3.16
11587,2018-07-22 08:23:00,39.82,2.65
11593,2018-07-22 08:23:00,39.82,2.93
2719,2018-07-22 08:24:00,39.84,2.84
9659,2018-07-22 08:27:00,40.22,2.18
11552,2018-07-22 08:28:00,39.58,3.12
11586,2018-07-22 08:31:00,39.82,2.72
4380,2018-07-22 08:32:00,40.98,1.49
11381,2018-07-22 08:32:00,38.98,2.96
4382,2018-07-22 08:32:00,40.28,5.33
11593,2018-07-22 08:33:00,39.85,3.70
11587,2018-07-22 08:33:00,39.82,2.78
2719,2018-07-22 08:34:00,39.76,3.37
9659,2018-07-22 08:37:00,40.25,2.44
11552,2018-07-22 08:38:00,39.58,3.58
11586,2018-07-22 08:41:00,39.79,2.36
4382,2018-07-22 08:42:00,40.28,3.93
11381,2018-07-22 08:42:00,38.98,1.94
4380,2018-07-22 08:42:00,40.98,2.50
11593,2018-07-22 08:43:00,39.91,2.94
11587,2018-07-22 08:43:00,39.82,2.75
2719,2018-07-22 08:44:00,39.68,1.90
9659,2018-07-22 08:47:00,40.25,2.74
11552,2018-07-22 08:48:00,39.58,2.61
11586,2018-07-22 08:51:00,39.79,4.00
11381,2018-07-22 08:52:00,39.01,3.08
4380,2018-07-22 08:52:00,41.01,3.19
4382,2018-07-22 08:52:00,40.19,3.27
11593,2018-07-22 08:53:00,39.91,3.90
11587,2018-07-22 08:53:00,39.82,4.29
2719,2018-07-22 08:54:00,39.59,1.85
9659,2018-07-22 08:57:00,40.25,2.92
11552,2018-07-22 08:58:00,39.67,4.29
11586,2018-07-22 09:01:00,39.94,4.62
4382,2018-07-22 09:02:00,40.11,3.17
11381,2018-07-22 09:02:00,39.04,2.26
4380,2018-07-22 09:02:00,41.08,3.26
11593,2018-07-22 09:03:00,39.83,4.09
11587,2018-07-22 09:03:00,39.85,3.53
2719,2018-07-22 09:04:00,39.52,2.86
9659,2018-07-22 09:07:00,40.31,1.92
11552,2018-07-22 09:08:00,39.73,4.02
11586,2018-07-22 09:11:00,39.94,4.47
4380,2018-07-22 09:12:00,41.08,4.45
4382,2018-07-22 09:12:00,40.03,3.18
11381,2018-07-22 09:12:00,39.04,1.69
11587,2018-07-22 09:13:00,39.91,3.46
11593,2018-07-22 09:13:00,39.75,3.47
2719,2018-07-22 09:14:00,39.61,2.65
9659,2018-07-22 09:17:00,40.37,2.42
11552,2018-07-22 09:18:00,39.76,3.55
11586,2018-07-22 09:21:00,39.97,4.23
4382,2018-07-22 09:22:00,39.94,2.44
11381,2018-07-22 09:22:00,39.10,2.38
4380,2018-07-22 09:22:00,40.99,3.69
11593,2018-07-22 09:23:00,39.66,3.56
11587,2018-07-22 09:23:00,39.91,3.95
2719,2018-07-22 09:24:00,39.64,2.04
9659,2018-07-22 09:27:00,40.46,2.72
11552,2018-07-22 09:28:00,39.76,3.50
11586,2018-07-22 09:31:00,40.00,4.89
11381,2018-07-22 09:32:00,39.10,5.40
4380,2018-07-22 09:32:00,40.91,11.58
4382,2018-07-22 09:32:00,39.86,4.49
11587,2018-07-22 09:33:00,39.88,2.20
11593,2018-07-22 09:33:00,39.58,11.27
2719,2018-07-22 09:34:00,39.64,2.46
9659,2018-07-22 09:37:00,40.46,3.24
11552,2018-07-22 09:38:00,39.76,12.01
11586,2018-07-22 09:41:00,40.03,2.62
11381,2018-07-22 09:42:00,39.01,6.21
4380,2018-07-22 09:42:00,40.82,2.50
4382,2018-07-22 09:42:00,39.78,7.32
11587,2018-07-22 09:43:00,39.80,10.71
11593,2018-07-22 09:43:00,39.50,6.11
2719,2018-07-22 09:44:00,39.64,4.98
9659,2018-07-22 09:47:00,40.38,5.01
11552,2018-07-22 09:48:00,39.73,6.55
11586,2018-07-22 09:51:00,40.03,3.47
4380,2018-07-22 09:52:00,40.77,10.28
4382,2018-07-22 09:52:00,39.69,8.90
11381,2018-07-22 09:52:00,38.93,6.57
11593,2018-07-22 09:53:00,39.41,12.46
11587,2018-07-22 09:53:00,39.73,4.59
2719,2018-07-22 09:54:00,39.73,11.83
9659,2018-07-22 09:57:00,40.29,10.48
11552,2018-07-22 09:58:00,39.70,5.70
11586,2018-07-22 10:01:00,40.00,6.30
4380,2018-07-22 10:02:00,40.80,2.16
4382,2018-07-22 10:02:00,39.61,6.55
11381,2018-07-22 10:02:00,38.85,5.01
11587,2018-07-22 10:03:00,39.85,11.80
11593,2018-07-22 10:03:00,39.33,3.16
2719,2018-07-22 10:04:00,39.73,4.84
9659,2018-07-22 10:07:00,40.21,7.49
11552,2018-07-22 10:08:00,39.70,9.76
11586,2018-07-22 10:11:00,40.00,4.20
11381,2018-07-22 10:12:00,38.76,4.18
4380,2018-07-22 10:12:00,40.80,2.59
4382,2018-07-22 10:12:00,39.53,13.56
11593,2018-07-22 10:13:00,39.25,3.62
11587,2018-07-22 10:13:00,39.88,4.81
2719,2018-07-22 10:14:00,39.73,2.48
9659,2018-07-22 10:17:00,40.13,6.91
11552,2018-07-22 10:18:00,39.70,8.12
11586,2018-07-22 10:21:00,40.00,3.99
4382,2018-07-22 10:22:00,39.61,3.31
4380,2018-07-22 10:22:00,40.74,2.77
11381,2018-07-22 10:22:00,38.68,3.40
11587,2018-07-22 10:23:00,39.88,6.33
11593,2018-07-22 10:23:00,39.16,4.49
2719,2018-07-22 10:24:00,39.73,15.07
9659,2018-07-22 10:27:00,40.04,7.86
11552,2018-07-22 10:28:00,39.70,5.67
11586,2018-07-22 10:31:00,40.06,4.42
4382,2018-07-22 10:32:00,39.67,13.06
4380,2018-07-22 10:32:00,40.65,2.14
11381,2018-07-22 10:32:00,38.60,1.56
11593,2018-07-22 10:33:00,39.08,4.78
11587,2018-07-22 10:33:00,39.88,5.85
2719,2018-07-22 10:34:00,39.73,6.30
9659,2018-07-22 10:37:00,39.96,3.50
11552,2018-07-22 10:38:00,39.62,5.97
11586,2018-07-22 10:41:00,40.16,2.32
4382,2018-07-22 10:42:00,39.73,5.55
4380,2018-07-22 10:42:00,40.57,2.39
11381,2018-07-22 10:42:00,38.51,1.96
11587,2018-07-22 10:43:00,39.80,5.00
11593,2018-07-22 10:43:00,39.13,3.86
2719,2018-07-22 10:44:00,39.73,8.67
9659,2018-07-22 10:47:00,39.88,4.13
11552,2018-07-22 10:48:00,39.53,6.51
11586,2018-07-22 10:51:00,40.22,3.05
4382,2018-07-22 10:52:00,39.82,3.82
4380,2018-07-22 10:52:00,40.49,2.28
11381,2018-07-22 10:52:00,38.44,2.54
11587,2018-07-22 10:53:00,39.72,3.83
11593,2018-07-22 10:53:00,39.13,4.97
2719,2018-07-22 10:54:00,39.70,4.60
9659,2018-07-22 10:57:00,39.79,2.51
11552,2018-07-22 10:58:00,39.45,6.84
11586,2018-07-22 11:01:00,40.25,5.71
4382,2018-07-22 11:02:00,39.82,5.43
4380,2018-07-22 11:02:00,40.40,1.99
11381,2018-07-22 11:02:00,38.56,5.70
11593,2018-07-22 11:03:00,39.04,1.53
11587,2018-07-22 11:03:00,39.63,2.41
2719,2018-07-22 11:04:00,39.62,3.44
9659,2018-07-22 11:07:00,39.71,1.98
11552,2018-07-22 11:08:00,39.37,4.29
11586,2018-07-22 11:11:00,40.28,5.55
11381,2018-07-22 11:12:00,38.62,3.37
4382,2018-07-22 11:12:00,39.74,4.42
4380,2018-07-22 11:12:00,40.32,3.27
11593,2018-07-22 11:13:00,38.96,3.69
11587,2018-07-22 11:13:00,39.55,1.54
2719,2018-07-22 11:14:00,39.53,3.12
9659,2018-07-22 11:17:00,39.63,3.14
11552,2018-07-22 11:18:00,39.28,4.09
11586,2018-07-22 11:21:00,40.28,3.79
4382,2018-07-22 11:22:00,39.70,4.30
11381,2018-07-22 11:22:00,38.71,4.72
4380,2018-07-22 11:22:00,40.24,3.05
11587,2018-07-22 11:23:00,39.47,3.88
11593,2018-07-22 11:23:00,38.88,2.85
2719,2018-07-22 11:24:00,39.45,3.42
9659,2018-07-22 11:27:00,39.54,2.03
11552,2018-07-22 11:28:00,39.20,4.29
11586,2018-07-22 11:31:00,40.25,6.79
4380,2018-07-22 11:32:00,40.22,3.68
11381,2018-07-22 11:32:00,38.80,4.33
4382,2018-07-22 11:32:00,39.70,5.18
11593,2018-07-22 11:33:00,38.89,4.67
11587,2018-07-22 11:33:00,39.43,2.39
2719,2018-07-22 11:34:00,39.37,5.09
9659,2018-07-22 11:37:00,39.46,2.12
11552,2018-07-22 11:38:00,39.12,5.27
11586,2018-07-22 11:41:00,40.16,5.56
4380,2018-07-22 11:42:00,40.22,3.85
11381,2018-07-22 11:42:00,38.83,4.24
4382,2018-07-22 11:42:00,39.85,4.93
11587,2018-07-22 11:43:00,39.52,3.02
11593,2018-07-22 11:43:00,39.04,3.82
2719,2018-07-22 11:44:00,39.34,1.73
9659,2018-07-22 11:47:00,39.46,2.71
11552,2018-07-22 11:48:00,39.03,3.86
11586,2018-07-22 11:51:00,40.08,6.17
11381,2018-07-22 11:52:00,38.86,2.78
4382,2018-07-22 11:52:00,39.91,4.22
4380,2018-07-22 11:52:00,40.13,3.66
11587,2018-07-22 11:53:00,39.52,4.30
11593,2018-07-22 11:53:00,39.10,3.41
2719,2018-07-22 11:54:00,39.37,2.72
9659,2018-07-22 11:57:00,39.49,2.34
11552,2018-07-22 11:58:00,38.95,4.43
11586,2018-07-22 12:01:00,40.00,6.96
4380,2018-07-22 12:02:00,40.05,2.53
11381,2018-07-22 12:02:00,38.86,1.90
4382,2018-07-22 12:02:00,40.00,3.59
11587,2018-07-22 12:03:00,39.49,3.51
11593,2018-07-22 12:03:00,39.19,3.26
2719,2018-07-22 12:04:00,39.40,1.63
9659,2018-07-22 12:07:00,39.61,3.46
11552,2018-07-22 12:08:00,39.01,5.23
11586,2018-07-22 12:11:00,39.91,6.91
11381,2018-07-22 12:12:00,38.92,2.86
4382,2018-07-22 12:12:00,40.12,2.84
4380,2018-07-22 12:12:00,39.97,3.61
11593,2018-07-22 12:13:00,39.22,3.22
11587,2018-07-22 12:13:00,39.46,2.23
2719,2018-07-22 12:14:00,39.46,2.59
9659,2018-07-22 12:17:00,39.76,3.07
11552,2018-07-22 12:18:00,39.16,6.12
11586,2018-07-22 12:21:00,39.83,4.74
4380,2018-07-22 12:22:00,39.88,2.77
11381,2018-07-22 12:22:00,38.98,3.05
4382,2018-07-22 12:22:00,40.25,3.09
11593,2018-07-22 12:23:00,39.34,3.59
11587,2018-07-22 12:23:00,39.46,3.86
2719,2018-07-22 12:24:00,39.52,2.04
9659,2018-07-22 12:27:00,39.88,2.97
11552,2018-07-22 12:28:00,39.28,5.06
11586,2018-07-22 12:31:00,39.75,5.45
4382,2018-07-22 12:32:00,40.37,3.84
4380,2018-07-22 12:32:00,39.80,2.56
11381,2018-07-22 12:32:00,38.98,5.17
11587,2018-07-22 12:33:00,39.55,3.54
11593,2018-07-22 12:33:00,39.46,2.66
2719,2018-07-22 12:34:00,39.61,2.54
9659,2018-07-22 12:37:00,40.00,2.42
11552,2018-07-22 12:38:00,39.46,3.40
11586,2018-07-22 12:41:00,39.66,4.18
4380,2018-07-22 12:42:00,39.79,2.83
11381,2018-07-22 12:42:00,38.89,3.80
4382,2018-07-22 12:42:00,40.43,4.09
11587,2018-07-22 12:43:00,39.58,4.84
11593,2018-07-22 12:43:00,39.58,5.83
2719,2018-07-22 12:44:00,39.64,5.48
9659,2018-07-22 12:47:00,40.06,3.48
11552,2018-07-22 12:48:00,39.55,2.39
11586,2018-07-22 12:51:00,39.58,2.83
11381,2018-07-22 12:52:00,38.81,3.09
4380,2018-07-22 12:52:00,39.94,2.78
4382,2018-07-22 12:52:00,40.49,3.75
11587,2018-07-22 12:53:00,39.58,5.54
11593,2018-07-22 12:53:00,39.61,4.38
